Station,Year,Month,Day,Daily Rainfall Total,Highest 30 Min Rainfall,Highest 60 Min Rainfall,Highest 120 Min Rainfall,Mean Temperature,Maximum Temperature,Minimum Temperature,Mean Wind Speed,Max Wind Speed,
Tengah,2016,1,6,8.4,,,,28.4,33.4,25,11.9,44.3,
Tengah,2016,1,7,0,,,,28.8,34,23.8,14,33.5,
Tengah,2016,1,8,0,,,,28.5,33.8,24,15.1,38.9,
Tengah,2016,1,9,0,,,,28.7,34.1,24.4,16.6,38.9,
Tengah,2016,1,10,0,,,,28.4,34.8,24.6,9.4,27.7,
Tengah,2016,1,11,18,,,,27.7,34,25.3,7.9,33.5,
Tengah,2016,1,12,0,,,,28.7,33.4,25.2,13.7,35.3,
Tengah,2016,1,13,0,,,,28.3,33.7,25,10.8,29.5,
Tengah,2016,1,14,13.5,,,,27.2,32.3,24.4,8.6,27.7,
Tengah,2016,1,15,16.3,,,,26.4,31.2,24.3,7.2,40.7,
Tengah,2016,1,16,0.1,,,,27,32.6,24.2,5.8,27.7,
Tengah,2016,1,17,10.9,,,,26.4,32.7,24,8.6,44.3,
Tengah,2016,1,18,8.8,,,,27.2,34.6,24.4,7.6,29.5,
Tengah,2016,1,19,0,,,,27.5,31.2,24.6,7.2,27.7,
Tengah,2016,1,20,6.3,,,,27.6,31.8,24.8,8.3,31.3,
Tengah,2016,1,21,0,,,,27.7,32.1,24.5,10.8,29.5,
Tengah,2016,1,22,12.8,,,,27.1,32.3,24.5,10.1,37.1,
Tengah,2016,1,23,19.8,,,,26.9,33.5,24.8,11.2,44.3,
Tengah,2016,1,24,0,,,,28.3,33.8,24.7,17.3,46.4,
Tengah,2016,1,25,14.8,,,,26.8,31.3,24.8,11.5,44.3,
Tengah,2016,1,26,3.5,,,,26.7,29.7,24.4,11.5,33.5,
Tengah,2016,1,27,0,,,,28.2,33.3,24.6,13,33.5,
Tengah,2016,1,28,37.3,,,,27.4,33.7,23.6,9.7,31.3,
Tengah,2016,1,29,15.7,,,,26.5,32.6,24,9.4,37.1,
Tengah,2016,1,30,0,,,,28.1,33.9,24.3,12.2,29.5,
Tengah,2016,1,31,3.9,,,,27.2,33.2,24.2,9.7,31.3,
Tengah,2016,2,1,0,,,,28.1,33.7,24.2,16.6,40.7,
Tengah,2016,2,2,6.2,,,,26.9,32,23.6,13.7,50,
Tengah,2016,2,3,0,,,,27.9,33.8,24.2,11.9,29.5,
Tengah,2016,2,4,3.2,,,,27.1,31.1,24.6,6.1,29.5,
Tengah,2016,2,5,5.7,,,,27.1,32.2,24.5,7.6,25.9,
Tengah,2016,2,6,2.8,,,,28.1,32.8,24.4,16.6,42.5,
Tengah,2016,2,7,21.8,,,,26.5,28.9,24.8,21.2,51.8,
Tengah,2016,2,8,0.5,,,,26.4,28.8,24.5,15.8,38.9,
Tengah,2016,2,9,0,,,,26.1,29.2,24.6,9.4,25.9,
Tengah,2016,2,10,0,,,,26.3,29.4,24.5,14.4,33.5,
Tengah,2016,2,11,0,,,,27.1,31.3,24.6,8.6,27.7,
Tengah,2016,2,12,35.5,,,,26.7,33.2,22.5,9.4,55.4,
Tengah,2016,2,13,0,,,,27.9,33,25,9,31.3,
Tengah,2016,2,14,37.7,,,,26.9,34,24,5.8,37.1,
Tengah,2016,2,15,0,,,,27.9,33.6,24.8,7.6,16.6,
Tengah,2016,2,16,0,,,,28.2,32.5,24.5,15.8,44.3,
Tengah,2016,2,17,0,,,,27.6,32.3,22.3,16.6,42.5,
Tengah,2016,2,18,0.3,,,,26.9,32.2,22.7,13,35.3,
Tengah,2016,2,19,83,,,,24.8,28.1,23.4,6.8,29.5,
Tengah,2016,2,20,22.7,,,,25.4,28.5,22.3,10.1,38.9,
Tengah,2016,2,21,0,,,,26.7,32.7,22.5,14.8,37.1,
Tengah,2016,2,22,0,,,,27.6,32.9,23.9,14.8,35.3,
Tengah,2016,2,23,0,,,,27.6,32.4,24.4,11.5,35.3,
Tengah,2016,2,24,8.8,,,,25.8,31,23.6,11.9,33.5,
Tengah,2016,2,25,0.9,,,,27.2,32.3,24.3,19.4,53.6,
Tengah,2016,2,26,0,,,,27.8,32.9,23.2,16.6,42.5,
Tengah,2016,2,27,0,,,,27.7,33.2,23.3,15.5,37.1,
Tengah,2016,2,28,2,,,,27.8,32.8,24.6,17.3,42.5,
Tengah,2016,2,29,0,,,,28.2,32.8,24.1,17.6,42.5,
Tengah,2016,3,1,0,,,,28.1,33.2,24.3,16.6,40.7,
Tengah,2016,3,2,0,,,,28,32.9,24.7,18,46.4,
Tengah,2016,3,3,0,,,,28.1,33.5,24.8,18.7,42.5,
Tengah,2016,3,4,1.4,,,,27.8,31.9,24.9,13,35.3,
Tengah,2016,3,5,8.8,,,,27.3,33.9,25.3,11.5,42.5,
Tengah,2016,3,6,0,,,,28.8,34.6,25.2,11.9,29.5,
Tengah,2016,3,7,1.9,,,,28,32.8,25.5,12.6,37.1,
Tengah,2016,3,8,15.3,,,,26.7,32.5,24.9,6.1,27.7,
Tengah,2016,3,9,0,,,,28.5,34.7,25.2,9.7,27.7,
Tengah,2016,3,10,19,,,,27.8,34.1,24.8,9,27.7,
Tengah,2016,3,11,0,,,,28.8,35.3,24.5,10.1,35.3,
Tengah,2016,3,12,0,,,,28.7,33.2,24.5,11.5,33.5,
Tengah,2016,3,13,4.9,,,,27.8,34.4,24.9,9.7,31.3,
Tengah,2016,3,14,0,,,,28,34.3,25.3,7.2,24.1,
Tengah,2016,3,15,0,,,,28.7,34.5,23.9,11.9,31.3,
Tengah,2016,3,16,0,,,,28.5,34,24.9,7.6,24.1,
Tengah,2016,3,17,0,,,,28.7,34.8,24.1,9.7,31.3,
Tengah,2016,3,18,0,,,,28.5,34.4,24.5,9.7,24.1,
Tengah,2016,3,19,0,,,,28.5,34,24.6,10.8,29.5,
Tengah,2016,3,20,0,,,,28.6,33.2,25.4,9,24.1,
Tengah,2016,3,21,3.2,,,,28.1,34.9,24.9,7.9,48.2,
Tengah,2016,3,22,0,,,,28.3,33.4,24.5,9.4,33.5,
Tengah,2016,3,23,0,,,,28.8,34.4,25,9,24.1,
Tengah,2016,3,24,32.2,,,,28.4,35.2,24.7,8.6,51.8,
Tengah,2016,3,25,0,,,,28.1,34.5,25.1,7.9,24.1,
Tengah,2016,3,26,0,,,,28.5,32.9,25.2,13.3,40.7,
Tengah,2016,3,27,0,,,,28.9,34.1,25.5,17.6,42.5,
Tengah,2016,3,28,0,,,,29.1,34.2,24.8,16.6,40.7,
Tengah,2016,3,29,0,,,,28.8,34.7,24.6,14.4,35.3,
Tengah,2016,3,30,0,,,,29,35.1,24.8,14.4,33.5,
Tengah,2016,3,31,0,,,,29.1,34.8,25.5,13,31.3,
Tengah,2016,4,1,0,,,,29.4,35.7,24.5,14,35.3,
Tengah,2016,4,2,0,,,,29.5,35.9,25.5,12.6,35.3,
Tengah,2016,4,3,21,,,,27.7,34.3,24.5,7.6,51.8,
Tengah,2016,4,4,0.2,,,,28.4,34.6,25.5,9.7,24.1,
Tengah,2016,4,5,11.9,,,,27.8,33.6,24.9,7.2,33.5,
Tengah,2016,4,6,0,,,,28.8,34.2,24,8.6,24.1,
Tengah,2016,4,7,8,,,,28.7,35.2,24,7.9,27.7,
Tengah,2016,4,8,0.6,,,,28.7,34.7,24.8,7.6,27.7,
Tengah,2016,4,9,6.5,,,,27.3,33.7,24,7.2,27.7,
Tengah,2016,4,10,19.7,,,,28.2,35.2,24.9,6.5,50,
Tengah,2016,4,11,0,,,,29.1,33.5,25.5,9,29.5,
Tengah,2016,4,12,3.3,,,,29.1,34.7,25.8,10.1,29.5,
Tengah,2016,4,13,8.1,,,,29.1,34.7,25.2,10.8,40.7,
Tengah,2016,4,14,0,,,,29,34.2,25.7,6.5,25.9,
Tengah,2016,4,15,2.2,,,,28.3,32.3,24.8,6.8,42.5,
Tengah,2016,4,16,8.4,,,,28.2,35.1,25.5,5.4,31.3,
Tengah,2016,4,17,11.5,,,,28.5,36.2,24.2,7.6,50,
Tengah,2016,4,18,0,,,,29.4,35.8,24.8,6.5,22.3,
Tengah,2016,4,19,0,,,,,36,25.4,12.2,37.1,
Tengah,2016,4,20,49.3,,,,,35.1,24.2,11.2,51.8,
Tengah,2016,4,21,0,,,,29.3,35.1,25.4,9.4,27.7,
Tengah,2016,4,22,2,,,,28.9,34.8,25.5,7.2,33.5,
Tengah,2016,4,23,1.7,,,,28.8,34.8,25.5,7.2,31.3,
Tengah,2016,4,24,0.2,,,,28.8,33.2,26,6.8,22.3,
Tengah,2016,4,25,7.2,,,,27.7,33.4,25,5,31.3,
Tengah,2016,4,26,0,,,,28.7,33.7,25.2,6.8,22.3,
Tengah,2016,4,27,11.5,,,,27.9,33.3,24.6,5.8,24.1,
Tengah,2016,4,28,5.3,,,,27.7,33.5,24.8,6.8,25.9,
Tengah,2016,4,29,2.4,,,,27.1,33.5,24.8,5.8,33.5,
Tengah,2016,4,30,12.3,,,,27.3,34.9,24.2,6.8,37.1,
Tengah,2016,5,1,7.2,,,,28.3,35.3,24.2,5.8,42.5,
Tengah,2016,5,2,19.2,,,,27.3,34,24.5,5.4,33.5,
Tengah,2016,5,3,0,,,,28.4,35.7,24.8,6.1,37.1,
Tengah,2016,5,4,0,,,,30,35.8,25.2,8.6,24.1,
Tengah,2016,5,5,30,,,,,35,24.2,6.5,46.4,
Tengah,2016,5,6,13.8,,,,,36.1,24.3,7.6,35.3,
Tengah,2016,5,7,3.5,,,,27.5,34.1,24.7,6.5,25.9,
Tengah,2016,5,8,0,,,,,33.5,25,5.4,22.3,
Tengah,2016,5,9,0,,,,28.4,34.3,25.5,5,33.5,
Tengah,2016,5,10,0,,,,29.2,35.7,25.5,6.5,27.7,
Tengah,2016,5,11,24,,,,28.2,35,25.2,5,55.4,
Tengah,2016,5,12,0,,,,28.3,34.2,25,6.8,29.5,
Tengah,2016,5,13,0,,,,28,32.2,25.2,6.1,22.3,
Tengah,2016,5,14,23.1,,,,26.7,32.4,24.3,5.4,38.9,
Tengah,2016,5,15,42,,,,27.5,33.2,24.2,7.6,27.7,
Tengah,2016,5,16,1.1,,,,27.7,33.4,24.9,9,31.3,
Tengah,2016,5,17,1.1,,,,28.6,35,25.5,4.7,27.7,
Tengah,2016,5,18,14.6,,,,27,32.9,25,6.5,25.9,
Tengah,2016,5,19,0,,,,28.5,33.8,25,6.8,24.1,
Tengah,2016,5,20,0,,,,28.8,33.3,24.6,7.2,24.1,
Tengah,2016,5,21,7.2,,,,28.1,32,24.4,9,42.5,
Tengah,2016,5,22,45.1,,,,28.1,34,24.6,7.2,44.3,
Tengah,2016,5,23,0,,,,29.3,34.8,25,8.3,24.1,
Tengah,2016,5,24,0,,,,29.2,33.3,26,8.3,31.3,
Tengah,2016,5,25,6.9,,,,29.2,34.6,24.6,7.6,27.7,
Tengah,2016,5,26,0,,,,28.2,32.9,25.5,8.6,25.9,
Tengah,2016,5,27,0,,,,29,33.8,24.7,9.7,29.5,
Tengah,2016,5,28,3,,,,28.2,32.8,24.7,6.5,20.5,
Tengah,2016,5,29,0,,,,29.3,34.7,24.9,6.1,18.4,
Tengah,2016,5,30,5.3,,,,28.1,33.3,24.5,7.2,37.1,
Tengah,2016,5,31,0,,,,28.6,34.3,25,6.5,27.7,
Tengah,2016,6,1,8.6,,,,26.5,29.4,24,5.4,33.5,
Tengah,2016,6,2,38,,,,26.3,33.2,24.6,6.1,44.3,
Tengah,2016,6,3,2.1,,,,26.7,32.9,24,7.9,31.3,
Tengah,2016,6,4,0.3,,,,25.8,27.4,24.2,4,29.5,
Tengah,2016,6,5,0,,,,27.7,32.6,24.6,5.8,18.4,
Tengah,2016,6,6,17.2,,,,28.3,33.8,23.9,10.8,46.4,
Tengah,2016,6,7,0,,,,27.9,33.8,24.4,7.2,27.7,
Tengah,2016,6,8,28.8,,,,26.4,30.4,23.3,8.3,38.9,
Tengah,2016,6,9,39.2,,,,27.4,32.6,23.3,5,42.5,
Tengah,2016,6,10,0.5,,,,27.5,32.3,24.5,6.1,25.9,
Tengah,2016,6,11,1,,,,27.1,31.7,25,7.9,27.7,
Tengah,2016,6,12,0.1,,,,27.9,32.8,23.9,7.2,25.9,
Tengah,2016,6,13,19.8,,,,27.4,31.9,24.6,6.1,29.5,
Tengah,2016,6,14,0.2,,,,27.5,31.3,24.2,6.8,22.3,
Tengah,2016,6,15,26.8,,,,26.6,31.1,24.2,7.6,27.7,
Tengah,2016,6,16,33.2,,,,26.4,30.8,24,6.8,38.9,
Tengah,2016,6,17,57.5,,,,24.8,29.7,23.1,9.7,38.9,
Tengah,2016,6,18,0.2,,,,26.4,31.1,23.8,4,18.4,
Tengah,2016,6,19,0,,,,26.8,30.2,24,3.6,11.2,
Tengah,2016,6,20,0,,,,27.7,32,24.4,8.6,29.5,
Tengah,2016,6,21,0,,,,27.5,32,23.8,5.4,22.3,
Tengah,2016,6,22,1.2,,,,26.3,31.5,23.9,4.7,25.9,
Tengah,2016,6,23,0,,,,28.2,33,22.6,8.6,25.9,
Tengah,2016,6,24,51.3,,,,26.3,29.8,23,4.7,50,
Tengah,2016,6,25,4,,,,28.5,33.7,24.7,9.4,24.1,
Tengah,2016,6,26,0.8,,,,27.9,31.5,25.3,4.7,16.6,
Tengah,2016,6,27,0,,,,28.3,32.2,24.5,7.6,13,
Tengah,2016,6,28,0,,,,,34.3,24.8,7.9,25.9,
Tengah,2016,6,29,0,,,,,34.9,25.3,8.3,25.9,
Tengah,2016,6,30,0,,,,29.9,34.9,25.6,6.5,25.9,
Tengah,2016,7,1,0,,,,29.6,34.6,25.6,7.2,22.3,
Tengah,2016,7,2,0,,,,29.8,34.6,25.5,8.3,25.9,
Tengah,2016,7,3,0,,,,30,35.2,25.1,9.4,22.3,
Tengah,2016,7,4,0,,,,30.1,35,25.3,8.3,24.1,
Tengah,2016,7,5,0,,,,29.9,34.5,25.6,10.1,29.5,
Tengah,2016,7,6,17.6,,,,28.1,32.4,23.8,7.2,37.1,
Tengah,2016,7,7,1,,,,28.5,33,25.1,11.5,33.5,
Tengah,2016,7,8,58.4,,,,26.8,30.3,22.4,7.2,40.7,
Tengah,2016,7,9,0,,,,28.4,33.5,24.3,11.2,27.7,
Tengah,2016,7,10,0,,,,28.6,33.5,24.8,8.3,25.9,
Tengah,2016,7,11,2.1,,,,27.2,31.5,24.6,8.6,27.7,
Tengah,2016,7,12,0,,,,29.1,34.2,25.2,8.3,25.9,
Tengah,2016,7,13,36.6,,,,26.8,29.7,23.9,5.8,35.3,
Tengah,2016,7,14,14.4,,,,25.9,29.2,23.7,7.2,44.3,
Tengah,2016,7,15,50.3,,,,25.7,31.2,23.9,6.8,42.5,
Tengah,2016,7,16,0,,,,27.7,33.3,23.9,7.9,33.5,
Tengah,2016,7,17,0.6,,,,26.8,33.9,23.5,6.1,37.1,
Tengah,2016,7,18,0,,,,27,32.8,22.4,6.8,29.5,
Tengah,2016,7,19,62.5,,,,27.2,32.8,23,9.7,57.2,
Tengah,2016,7,20,15.5,,,,26.4,30.2,23.3,6.8,35.3,
Tengah,2016,7,21,9.2,,,,27.6,32.2,23.5,6.5,25.9,
Tengah,2016,7,22,7.5,,,,26.1,28.2,23.6,4.3,16.6,
Tengah,2016,7,23,2.1,,,,27.5,32.4,24,5,20.5,
Tengah,2016,7,24,37.2,,,,27,30,23.7,5,31.3,
Tengah,2016,7,25,1.5,,,,27.6,29.6,23.8,5,16.6,
Tengah,2016,7,26,39,,,,26.3,27.9,23.4,4.7,40.7,
Tengah,2016,7,27,0,,,,,32.5,23.8,6.8,20.5,
Tengah,2016,7,28,56.5,,,,26.3,30.6,22.3,6.1,38.9,
Tengah,2016,7,29,0,,,,28,32.2,23.5,10.4,25.9,
Tengah,2016,7,30,0,,,,28.6,32.4,24.3,7.6,24.1,
Tengah,2016,7,31,14,,,,27.4,32.9,24.1,6.5,33.5,
Tengah,2016,8,1,0,,,,27.2,31.9,24.6,8.3,29.5,
Tengah,2016,8,2,0,,,,29.3,33.7,21.5,11.2,29.5,
Tengah,2016,8,3,5.3,,,,27.1,31.2,22.3,9.4,64.8,
Tengah,2016,8,4,0,,,,28.6,32.2,25.6,13,33.5,
Tengah,2016,8,5,0.3,,,,29.1,33.3,25.3,9.4,27.7,
Tengah,2016,8,6,0,,,,28.1,32.7,24.5,6.1,27.7,
Tengah,2016,8,7,0,,,,28.4,33.2,24.5,7.2,27.7,
Tengah,2016,8,8,0,,,,28.3,33.5,23.9,6.1,22.3,
Tengah,2016,8,9,0,,,,,33.3,24.1,7.9,29.5,
Tengah,2016,8,10,0,,,,,33.9,25.3,9.4,29.5,
Tengah,2016,8,11,44.8,,,,27.5,31.8,24.1,7.6,33.5,
Tengah,2016,8,12,1.8,,,,28.3,31.7,24.4,7.2,29.5,
Tengah,2016,8,13,0,,,,28.3,32.8,24.5,7.9,29.5,
Tengah,2016,8,14,0.9,,,,28.6,32.8,24.3,10.8,37.1,
Tengah,2016,8,15,3,,,,29,34.2,23.7,10.1,35.3,
Tengah,2016,8,16,0,,,,29,33.1,24.1,10.8,31.3,
Tengah,2016,8,17,34,,,,27.8,33.1,24.5,8.6,31.3,
Tengah,2016,8,18,0,,,,28.9,33.3,22.1,12.2,37.1,
Tengah,2016,8,19,28.3,,,,27.8,33.5,23.2,10.4,59.4,
Tengah,2016,8,20,0,,,,29.5,33.8,22.5,11.2,27.7,
Tengah,2016,8,21,65.8,,,,27.2,31,23.6,6.5,55.4,
Tengah,2016,8,22,0,,,,28.3,32.3,24.9,6.8,24.1,
Tengah,2016,8,23,0,,,,28.2,32.4,24.9,6.8,25.9,
Tengah,2016,8,24,23.1,,,,,31.5,25.2,11.2,57.2,
Tengah,2016,8,25,0,,,,,33.5,25.7,10.8,29.5,
Tengah,2016,8,26,0,,,,29.2,33.7,25.6,9.4,37.1,
Tengah,2016,8,27,0,,,,29,32.7,24.8,7.6,27.7,
Tengah,2016,8,28,0,,,,28.6,32.9,24.8,6.8,22.3,
Tengah,2016,8,29,0,,,,29.4,34.1,25,9,7.6,
Tengah,2016,8,30,4.9,,,,27.3,30.8,24,7.2,38.9,
Tengah,2016,8,31,0.8,,,,27.1,31.8,24.2,6.8,35.3,
Tengah,2016,9,1,16.7,,,,26.1,30.3,23.7,5.4,31.3,
Tengah,2016,9,2,0,,,,28.1,33.3,23.6,7.2,27.7,
Tengah,2016,9,3,0,,,,28.7,34.3,24.5,7.2,24.1,
Tengah,2016,9,4,0,,,,28.4,33.3,23.8,5,20.5,
Tengah,2016,9,5,0,,,,27.8,31.2,24.1,8.3,31.3,
Tengah,2016,9,6,0,,,,28.9,33.2,22.5,9.7,29.5,
Tengah,2016,9,7,58.8,,,,27.7,30.5,23.8,11.9,50,
Tengah,2016,9,8,0,,,,28.5,32.3,24.7,9,31.3,
Tengah,2016,9,9,1,,,,26.5,33.3,23.2,7.9,42.5,
Tengah,2016,9,10,0.9,,,,26.7,31.5,22.6,7.6,37.1,
Tengah,2016,9,11,24.1,,,,27.8,32.8,21.8,11.5,53.6,
Tengah,2016,9,12,0,,,,25.5,28.6,23.3,6.5,38.9,
Tengah,2016,9,13,0,,,,27.9,32.9,23.1,9,25.9,
Tengah,2016,9,14,16.3,,,,26.5,30.4,23.3,7.9,37.1,
Tengah,2016,9,15,0,,,,29,33.8,22.5,7.2,25.9,
Tengah,2016,9,16,10.5,,,,27.9,32.3,23.2,9.4,51.8,
Tengah,2016,9,17,1.4,,,,28.1,31.9,22.8,6.8,33.5,
Tengah,2016,9,18,8.9,,,,28.2,33,24,8.6,48.2,
Tengah,2016,9,19,2.9,,,,28.3,31.3,23.9,7.9,25.9,
Tengah,2016,9,20,6.3,,,,27.7,32.6,23.8,10.1,37.1,
Tengah,2016,9,21,0.8,,,,27,33.3,24.3,8.6,42.5,
Tengah,2016,9,22,0,,,,27.7,32.6,23.6,7.6,22.3,
Tengah,2016,9,23,0,,,,28.1,33.5,24.4,9.4,29.5,
Tengah,2016,9,24,0,,,,28.5,34.3,23.8,9,25.9,
Tengah,2016,9,25,0.3,,,,28.4,32.8,24,7.2,29.5,
Tengah,2016,9,26,0,,,,29,33.6,24.2,10.8,31.3,
Tengah,2016,9,27,0,,,,28.9,31.7,24.8,6.5,20.5,
Tengah,2016,9,28,0,,,,29.9,35.1,24.7,9.4,31.3,
Tengah,2016,9,29,0,,,,29.2,34.2,23.8,9,37.1,
Tengah,2016,9,30,0,,,,28.7,35.3,24.3,8.6,35.3,
Tengah,2016,10,1,0.1,,,,28.3,32,25.2,8.6,48.2,
Tengah,2016,10,2,0,,,,30.1,34.1,22.7,10.1,31.3,
Tengah,2016,10,3,10,,,,26.8,31,23.6,8.6,38.9,
Tengah,2016,10,4,0,,,,27.4,33.6,24.3,9.4,29.5,
Tengah,2016,10,5,0,,,,27.6,32.2,24.5,7.6,27.7,
Tengah,2016,10,6,0.6,,,,27.2,31,23.2,8.3,22.3,
Tengah,2016,10,7,63.2,,,,24.8,27.1,23.2,6.1,40.7,
Tengah,2016,10,8,0,,,,27.4,32.6,23.9,8.6,29.5,
Tengah,2016,10,9,0,,,,29,33,24.3,7.2,29.5,
Tengah,2016,10,10,0,,,,29.4,34.9,25.2,9.7,31.3,
Tengah,2016,10,11,0,,,,30,34.9,25.5,11.2,37.1,
Tengah,2016,10,12,0,,,,29.5,34.2,25.7,10.1,35.3,
Tengah,2016,10,13,0.3,,,,28.7,32.4,23.9,8.3,37.1,
Tengah,2016,10,14,23.7,,,,28,32.2,23.4,10.1,38.9,
Tengah,2016,10,15,0,,,,29.3,34.2,24.9,10.1,33.5,
Tengah,2016,10,16,7.5,,,,28.6,32.8,26.2,8.6,46.4,
Tengah,2016,10,17,0,,,,28.9,32.1,23.6,8.3,25.9,
Tengah,2016,10,18,22.5,,,,29,33.6,22.3,9,40.7,
Tengah,2016,10,19,20.7,,,,27,30.8,23.4,8.3,53.6,
Tengah,2016,10,20,0,,,,28.9,33.8,23.3,7.9,25.9,
Tengah,2016,10,21,26.8,,,,28.6,33.1,24,6.8,40.7,
Tengah,2016,10,22,2,,,,27.7,30.8,24.2,7.9,37.1,
Tengah,2016,10,23,0,,,,28.1,33.4,24.7,6.1,25.9,
Tengah,2016,10,24,5.7,,,,27.4,30.5,24.5,7.2,24.1,
Tengah,2016,10,25,45,,,,27.4,32.2,22.6,6.5,48.2,
Tengah,2016,10,26,2.1,,,,27.6,33,24.2,8.3,27.7,
Tengah,2016,10,27,15.3,,,,25.8,29.7,22.4,7.6,35.3,
Tengah,2016,10,28,30.4,,,,26.5,32.8,23.3,6.5,24.1,
Tengah,2016,10,29,12.3,,,,26.6,30.7,23.6,6.1,33.5,
Tengah,2016,10,30,0.5,,,,27,30.7,23.8,6.1,24.1,
Tengah,2016,10,31,0.4,,,,28.1,32.6,23.8,8.3,27.7,
Tengah,2016,11,1,5.2,,,,27.7,32.6,22.4,6.1,33.5,
Tengah,2016,11,2,5.9,,,,27.5,33.3,22.9,6.8,37.1,
Tengah,2016,11,3,6.7,,,,28,32.6,24.4,9,25.9,
Tengah,2016,11,4,1.2,,,,28.4,32.5,24.4,6.1,22.3,
Tengah,2016,11,5,4.4,,,,27.6,29.1,24.3,7.2,29.5,
Tengah,2016,11,6,0.2,,,,28.8,32.5,24.6,8.3,25.9,
Tengah,2016,11,7,0.9,,,,27.2,29.3,23.2,6.5,24.1,
Tengah,2016,11,8,0,,,,28.8,34.7,24,8.3,25.9,
Tengah,2016,11,9,2.3,,,,28.2,32.6,24,7.9,25.9,
Tengah,2016,11,10,1.1,,,,27.6,33.1,23.8,8.6,35.3,
Tengah,2016,11,11,51.2,,,,25.7,31.9,23.2,4,44.3,
Tengah,2016,11,12,13.5,,,,26.1,33.3,23.6,6.5,35.3,
Tengah,2016,11,13,0,,,,26.7,32.5,24,7.2,24.1,
Tengah,2016,11,14,42.8,,,,24.2,26.7,23,6.5,31.3,
Tengah,2016,11,15,0,,,,26.9,33.8,23.3,7.2,38.9,
Tengah,2016,11,16,1,,,,25.9,30.8,22.9,7.6,48.2,
Tengah,2016,11,17,0.2,,,,26.5,33.2,23.8,5.8,29.5,
Tengah,2016,11,18,41.5,,,,26,33.3,23.6,6.8,29.5,
Tengah,2016,11,19,0,,,,27.1,32.3,24.5,5,18.4,
Tengah,2016,11,20,0.1,,,,27.2,31.7,24.2,5.8,24.1,
Tengah,2016,11,21,3.7,,,,27.6,31.8,24.5,7.9,24.1,
Tengah,2016,11,22,0.3,,,,26.5,29.5,24,7.2,27.7,
Tengah,2016,11,23,3.5,,,,27.8,31.1,24.2,6.5,20.5,
Tengah,2016,11,24,0,,,,,33.2,23.6,9,25.9,
Tengah,2016,11,25,0.2,,,,27.6,33.9,24.2,8.3,33.5,
Tengah,2016,11,26,35.3,,,,26.8,32.5,23.9,6.5,35.3,
Tengah,2016,11,27,10.4,,,,27,30.5,0,9,31.3,
Tengah,2016,11,28,0,,,,,30.5,24.2,11.5,37.1,
Tengah,2016,11,29,0,,,,26.1,28.8,23.5,8.6,25.9,
Tengah,2016,11,30,0,,,,27.2,32,23.8,12.2,33.5,
Tengah,2016,12,1,5.1,,,,25.4,28.1,23.4,5.8,24.1,
Tengah,2016,12,2,3.1,,,,26.8,31.8,24.2,8.6,31.3,
Tengah,2016,12,3,0,,,,27.3,30.8,24.2,4.3,16.6,
Tengah,2016,12,4,0,,,,28.7,34.2,24.9,6.5,24.1,
Tengah,2016,12,5,16.3,,,,29.1,35.4,23.5,7.6,29.5,
Tengah,2016,12,6,0.2,,,,28.6,35.3,24.5,8.3,29.5,
Tengah,2016,12,7,0,,,,29,34.6,24.8,9,29.5,
Tengah,2016,12,8,0,,,,28.7,34,24.1,7.9,31.3,
Tengah,2016,12,9,7.1,,,,26.5,32.2,24.1,7.6,29.5,
Tengah,2016,12,10,1.1,,,,27,31.2,23.2,7.2,20.5,
Tengah,2016,12,11,0.8,,,,25.6,30.4,24.5,7.2,27.7,
Tengah,2016,12,12,0,,,,27.6,32.8,24.3,10.8,37.1,
Tengah,2016,12,13,0,,,,27.8,33,23.8,10.4,37.1,
Tengah,2016,12,14,0,,,,28.2,33.7,24,9,31.3,
Tengah,2016,12,15,0,,,,28.3,34.5,23.9,9,31.3,
Tengah,2016,12,16,0,,,,28.6,34.8,24.3,10.4,27.7,
Tengah,2016,12,17,8.8,,,,26.8,31.7,22.3,7.6,31.3,
Tengah,2016,12,18,39.9,,,,25.8,32.2,22.5,7.9,46.4,
Tengah,2016,12,19,0.9,,,,27.7,34.5,23.9,11.5,33.5,
Tengah,2016,12,20,0.1,,,,27.8,33.5,24.6,13.7,42.5,
Tengah,2016,12,21,0,,,,28.8,34.7,24.3,12.2,35.3,
Tengah,2016,12,22,33.1,,,,26.2,33.4,23.6,6.8,46.4,
Tengah,2016,12,23,34.5,,,,27,32,23.5,8.3,59.4,
Tengah,2016,12,24,18.5,,,,26.4,33.3,23.4,9.7,53.6,
Tengah,2016,12,25,20.3,,,,26.4,33.6,23.5,10.1,46.4,
Tengah,2016,12,26,0,,,,26.2,31.2,23.9,12.6,29.5,
Tengah,2016,12,27,4.3,,,,25.9,30.2,23.4,9.7,44.3,
Tengah,2016,12,28,2.7,,,,,28.2,23.2,10.4,29.5,
Tengah,2016,12,29,0,,,,,32.9,23.2,11.2,35.3,
Tengah,2016,12,30,0,,,,26.6,32.4,23,12.2,48.2,
Tengah,2016,12,31,0,,,,26.3,30.8,23,7.6,37.1,
Tengah,2017,1,1,26.6,,,,26.1,31.5,24.3,7.9,37.1,
Tengah,2017,1,2,17.6,,,,25.6,29.9,24.3,5.4,25.9,
Tengah,2017,1,3,0,,,,26.4,31.3,23,10.4,25.9,
Tengah,2017,1,4,2,,,,26.4,30.3,22.9,9.7,27.7,
